,Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SensationSeeking,Alchol,Caff,Chocalate,Nicotine,stimulant,depressant,hallucinagen
714,18-24,Male,University degree,41.0,45.0,52.0,54.0,42.0,7.0,9.0,6,6,4,5,1.25,1.0,3.3333333333333335
715,18-24,Male,Professional certificate/diploma,43.0,47.0,49.0,36.0,40.0,7.0,11.0,5,6,6,5,0.0,0.0,0.0
716,18-24,Female,"Some college or university, no certificate or degree",42.0,43.0,53.0,54.0,44.0,4.0,8.0,5,6,4,6,2.25,3.0,2.6666666666666665
717,18-24,Male,"Some college or university, no certificate or degree",35.0,29.0,37.0,39.0,28.0,8.0,4.0,3,6,6,6,0.0,1.5,0.0
718,35-44,Male,University degree,28.0,34.0,44.0,44.0,44.0,3.0,4.0,5,4,5,6,1.25,2.0,1.6666666666666667
719,18-24,Male,Left school at 16 years,35.0,31.0,41.0,39.0,40.0,9.0,10.0,5,5,4,6,0.5,0.0,0.0
720,55-64,Male,University degree,32.0,33.0,41.0,40.0,39.0,6.0,8.0,5,6,5,1,1.0,1.0,1.3333333333333333
721,35-44,Male,"Some college or university, no certificate or degree",48.0,45.0,52.0,42.0,49.0,7.0,9.0,6,6,6,6,2.0,4.0,2.6666666666666665
722,35-44,Female,Professional certificate/diploma,51.0,35.0,48.0,48.0,43.0,3.0,4.0,4,6,6,1,1.0,0.5,0.6666666666666666
723,55-64,Male,Professional certificate/diploma,35.0,38.0,46.0,39.0,39.0,2.0,3.0,1,6,5,1,0.5,0.5,0.6666666666666666
724,25-34,Female,University degree,27.0,49.0,48.0,49.0,46.0,5.0,5.0,5,5,6,0,0.0,0.0,0.0
725,35-44,Female,"Some college or university, no certificate or degree",47.0,36.0,51.0,48.0,39.0,5.0,6.0,4,6,6,6,1.75,0.5,2.0
726,25-34,Female,Masters degree,39.0,44.0,51.0,53.0,44.0,4.0,11.0,5,6,6,3,2.5,3.0,4.0
727,18-24,Male,Professional certificate/diploma,56.0,33.0,51.0,35.0,38.0,3.0,5.0,6,6,5,4,0.0,1.5,0.0
728,25-34,Female,Masters degree,39.0,44.0,42.0,44.0,41.0,5.0,6.0,5,5,6,3,0.0,0.0,0.0
729,18-24,Male,"Some college or university, no certificate or degree",23.0,41.0,51.0,41.0,30.0,5.0,7.0,4,3,5,0,0.0,0.0,3.6666666666666665
730,25-34,Female,Left school at 16 years,30.0,42.0,47.0,39.0,43.0,8.0,9.0,6,6,5,6,2.0,2.0,4.0
731,35-44,Female,University degree,43.0,40.0,39.0,43.0,42.0,4.0,3.0,5,6,6,2,0.25,0.5,1.0
732,18-24,Male,"Some college or university, no certificate or degree",28.0,48.0,44.0,42.0,38.0,5.0,8.0,4,4,4,0,1.0,1.0,2.0
733,18-24,Female,University degree,48.0,44.0,51.0,42.0,42.0,3.0,6.0,6,6,5,5,0.75,1.0,1.0
734,35-44,Male,Left school at 16 years,42.0,41.0,48.0,41.0,40.0,4.0,5.0,5,6,5,6,0.5,2.5,0.6666666666666666
735,18-24,Male,"Some college or university, no certificate or degree",43.0,47.0,55.0,33.0,28.0,7.0,9.0,6,5,5,6,2.25,3.0,2.0
736,25-34,Female,University degree,38.0,53.0,59.0,53.0,37.0,8.0,10.0,4,6,5,6,2.5,2.5,4.0
737,25-34,Male,University degree,31.0,27.0,26.0,33.0,33.0,2.0,7.0,6,6,6,5,2.75,2.5,1.6666666666666667
738,25-34,Male,University degree,26.0,51.0,46.0,44.0,55.0,6.0,10.0,5,6,5,2,1.5,0.0,1.3333333333333333
739,18-24,Female,Left school at 18 years ,48.0,41.0,55.0,51.0,46.0,3.0,8.0,4,6,6,3,0.75,1.5,5.333333333333333
740,25-34,Male,Masters degree,35.0,30.0,49.0,40.0,38.0,5.0,9.0,6,6,4,6,1.25,0.0,4.0
741,35-44,Male,"Some college or university, no certificate or degree",24.0,41.0,50.0,51.0,37.0,7.0,7.0,5,6,5,6,2.5,2.5,4.333333333333333
743,45-54,Female,Masters degree,44.0,38.0,48.0,48.0,52.0,6.0,8.0,6,6,6,1,0.25,0.5,0.6666666666666666
744,35-44,Female,University degree,42.0,41.0,41.0,37.0,35.0,2.0,3.0,5,5,4,3,0.0,1.5,1.0
745,25-34,Male,Left school at 16 years,32.0,40.0,42.0,37.0,47.0,6.0,8.0,1,0,6,0,0.0,0.0,0.0
746,45-54,Male,"Some college or university, no certificate or degree",27.0,41.0,46.0,47.0,30.0,8.0,6.0,5,6,6,1,0.0,0.0,0.0
747,25-34,Female,Left school at 16 years,43.0,42.0,38.0,46.0,39.0,3.0,6.0,6,6,6,0,0.0,0.0,0.0
748,25-34,Female,Masters degree,35.0,43.0,49.0,45.0,45.0,3.0,6.0,4,6,6,5,1.0,2.0,1.0
749,35-44,Female,Left school at 16 years,40.0,36.0,36.0,43.0,28.0,5.0,6.0,2,6,6,0,3.0,2.5,2.0
750,35-44,Female,Doctorate degree,21.0,46.0,39.0,53.0,54.0,4.0,5.0,5,6,6,0,0.0,0.0,0.0
751,35-44,Male,Masters degree,34.0,40.0,46.0,50.0,41.0,4.0,8.0,5,6,5,2,0.5,1.0,0.0
752,25-34,Female,Professional certificate/diploma,17.0,49.0,33.0,50.0,50.0,4.0,4.0,6,6,6,6,1.25,0.0,0.6666666666666666
753,25-34,Male,"Some college or university, no certificate or degree",51.0,38.0,53.0,52.0,28.0,9.0,7.0,6,3,4,6,1.5,2.5,2.3333333333333335
754,25-34,Female,Masters degree,40.0,47.0,42.0,51.0,45.0,5.0,8.0,5,6,5,2,1.0,1.0,1.3333333333333333
755,25-34,Male,Doctorate degree,27.0,43.0,55.0,50.0,38.0,5.0,7.0,4,6,5,4,0.75,1.5,2.0
756,18-24,Male,"Some college or university, no certificate or degree",23.0,50.0,56.0,48.0,56.0,3.0,3.0,5,6,5,6,2.75,3.0,3.6666666666666665
757,18-24,Female,Masters degree,42.0,42.0,42.0,44.0,47.0,4.0,6.0,5,5,5,0,0.0,1.0,0.0
758,18-24,Female,"Some college or university, no certificate or degree",56.0,37.0,45.0,48.0,25.0,8.0,8.0,6,5,5,6,1.5,0.0,2.0
759,18-24,Male,"Some college or university, no certificate or degree",40.0,44.0,46.0,42.0,40.0,6.0,10.0,3,6,5,6,2.25,2.5,2.0
760,18-24,Male,Doctorate degree,14.0,51.0,50.0,50.0,44.0,3.0,8.0,6,6,3,6,1.75,2.0,2.0
761,25-34,Male,University degree,36.0,33.0,40.0,40.0,37.0,5.0,10.0,6,6,6,5,1.75,2.0,2.0
762,18-24,Male,"Some college or university, no certificate or degree",52.0,42.0,38.0,40.0,23.0,10.0,6.0,6,6,6,0,0.0,0.0,0.0
763,25-34,Female,University degree,24.0,45.0,55.0,50.0,43.0,4.0,8.0,6,5,5,3,2.5,3.0,3.6666666666666665
764,18-24,Female,University degree,47.0,45.0,50.0,49.0,30.0,7.0,4.0,5,5,0,5,1.5,1.0,1.6666666666666667
765,18-24,Male,Left school at 16 years,40.0,33.0,53.0,47.0,34.0,6.0,9.0,5,4,3,4,1.0,1.0,3.0
766,18-24,Male,"Some college or university, no certificate or degree",42.0,41.0,58.0,48.0,42.0,5.0,10.0,4,6,5,6,1.0,2.5,4.0
767,18-24,Male,"Some college or university, no certificate or degree",46.0,34.0,48.0,56.0,37.0,6.0,7.0,6,6,5,6,2.25,3.0,3.0
768,25-34,Male,Masters degree,44.0,35.0,47.0,38.0,40.0,3.0,7.0,6,6,6,6,2.0,4.5,2.3333333333333335
769,18-24,Female,Professional certificate/diploma,32.0,44.0,47.0,41.0,47.0,8.0,5.0,4,6,6,6,2.25,3.0,1.0
770,25-34,Male,University degree,46.0,41.0,50.0,46.0,47.0,2.0,9.0,6,6,6,2,0.5,2.5,1.0
771,18-24,Male,"Some college or university, no certificate or degree",42.0,28.0,37.0,43.0,35.0,9.0,10.0,3,3,6,5,2.0,0.0,2.0
772,18-24,Female,Masters degree,41.0,30.0,33.0,49.0,44.0,6.0,4.0,0,6,6,4,0.0,0.0,0.0
773,45-54,Male,University degree,48.0,30.0,43.0,39.0,28.0,5.0,8.0,6,6,5,1,3.5,3.0,3.3333333333333335
774,45-54,Female,Professional certificate/diploma,46.0,31.0,44.0,41.0,38.0,4.0,6.0,1,4,3,6,0.75,3.0,0.6666666666666666
775,18-24,Male,Left school at 18 years ,25.0,37.0,50.0,45.0,42.0,3.0,6.0,4,6,5,6,1.0,1.0,3.6666666666666665
776,18-24,Female,"Some college or university, no certificate or degree",21.0,43.0,52.0,41.0,28.0,5.0,8.0,4,6,5,6,1.25,0.0,2.0
777,25-34,Male,"Some college or university, no certificate or degree",37.0,37.0,40.0,41.0,42.0,3.0,2.0,3,6,5,6,2.5,3.0,2.0
778,18-24,Male,"Some college or university, no certificate or degree",41.0,44.0,51.0,39.0,38.0,5.0,7.0,6,6,0,2,2.5,3.0,1.3333333333333333
779,18-24,Male,"Some college or university, no certificate or degree",54.0,40.0,58.0,40.0,37.0,7.0,9.0,4,5,6,4,3.5,2.5,4.333333333333333
780,45-54,Male,Left school at 18 years ,18.0,47.0,44.0,47.0,39.0,5.0,5.0,5,6,5,1,1.75,0.5,4.0
781,18-24,Female,Professional certificate/diploma,46.0,24.0,45.0,46.0,42.0,2.0,4.0,4,3,3,3,1.5,0.0,2.0
782,35-44,Male,Professional certificate/diploma,46.0,33.0,40.0,34.0,36.0,5.0,9.0,6,6,5,6,0.25,2.5,0.0
783,18-24,Male,"Some college or university, no certificate or degree",47.0,31.0,48.0,43.0,33.0,9.0,11.0,3,6,3,4,2.75,1.0,2.0
784,18-24,Female,"Some college or university, no certificate or degree",44.0,37.0,52.0,46.0,38.0,6.0,10.0,6,3,5,3,0.75,1.5,2.6666666666666665
785,18-24,Female,"Some college or university, no certificate or degree",33.0,43.0,52.0,43.0,49.0,4.0,10.0,6,5,5,2,2.0,2.0,2.0
786,18-24,Male,Masters degree,49.0,34.0,52.0,43.0,44.0,4.0,9.0,4,5,5,3,0.5,1.5,2.6666666666666665
787,18-24,Male,Professional certificate/diploma,30.0,40.0,47.0,41.0,29.0,7.0,9.0,3,4,5,6,2.25,2.5,3.0
788,35-44,Male,Professional certificate/diploma,44.0,36.0,47.0,38.0,43.0,8.0,7.0,6,6,3,6,1.25,1.5,1.6666666666666667
789,18-24,Male,Professional certificate/diploma,21.0,48.0,42.0,39.0,33.0,9.0,9.0,5,5,6,0,1.25,1.0,1.6666666666666667
790,18-24,Male,"Some college or university, no certificate or degree",19.0,41.0,51.0,44.0,47.0,5.0,10.0,3,6,5,0,0.0,0.0,0.0
791,18-24,Male,University degree,34.0,37.0,52.0,39.0,36.0,8.0,9.0,5,6,6,5,1.25,4.0,3.0
792,18-24,Male,"Some college or university, no certificate or degree",42.0,39.0,50.0,32.0,41.0,8.0,11.0,5,6,5,4,2.0,3.5,0.0
793,18-24,Male,"Some college or university, no certificate or degree",44.0,44.0,48.0,36.0,31.0,3.0,6.0,5,6,6,3,3.5,3.0,3.6666666666666665
794,25-34,Male,"Some college or university, no certificate or degree",36.0,53.0,44.0,39.0,42.0,8.0,7.0,5,6,6,0,2.25,1.5,2.3333333333333335
795,25-34,Male,University degree,35.0,36.0,54.0,51.0,38.0,5.0,9.0,6,6,5,6,0.75,1.0,2.6666666666666665
796,18-24,Male,"Some college or university, no certificate or degree",47.0,36.0,44.0,39.0,49.0,3.0,6.0,3,6,4,2,2.0,0.0,4.666666666666667
797,18-24,Male,"Some college or university, no certificate or degree",40.0,33.0,44.0,46.0,41.0,4.0,9.0,3,5,4,6,4.0,2.5,4.333333333333333
798,18-24,Female,University degree,30.0,45.0,49.0,47.0,50.0,3.0,9.0,5,4,6,5,1.25,1.0,1.0
799,25-34,Female,"Some college or university, no certificate or degree",37.0,47.0,51.0,41.0,47.0,4.0,10.0,6,6,6,6,1.75,1.5,0.0
800,35-44,Female,"Some college or university, no certificate or degree",48.0,44.0,55.0,46.0,37.0,9.0,5.0,5,6,5,5,1.75,1.0,2.3333333333333335
801,18-24,Male,"Some college or university, no certificate or degree",25.0,41.0,46.0,46.0,54.0,4.0,6.0,4,6,6,3,1.5,1.5,3.3333333333333335
802,25-34,Male,"Some college or university, no certificate or degree",41.0,37.0,45.0,47.0,34.0,6.0,8.0,3,6,5,2,2.25,2.0,2.0
803,18-24,Male,Left school at 18 years ,31.0,42.0,47.0,38.0,37.0,7.0,10.0,5,6,6,5,1.0,1.5,1.0
804,45-54,Female,University degree,37.0,33.0,39.0,48.0,40.0,2.0,10.0,6,6,5,6,2.25,0.5,0.6666666666666666
805,25-34,Male,"Some college or university, no certificate or degree",41.0,32.0,43.0,49.0,42.0,4.0,7.0,5,6,4,6,1.0,1.5,1.6666666666666667
806,18-24,Female,University degree,54.0,29.0,55.0,31.0,45.0,6.0,7.0,6,6,4,6,4.75,4.5,4.666666666666667
807,25-34,Male,"Some college or university, no certificate or degree",33.0,41.0,44.0,40.0,35.0,8.0,9.0,2,6,4,6,3.5,3.0,2.3333333333333335
808,18-24,Male,Left school at 17 years,32.0,45.0,51.0,47.0,35.0,9.0,10.0,5,6,5,3,0.0,0.0,2.3333333333333335
809,18-24,Female,"Some college or university, no certificate or degree",46.0,45.0,53.0,36.0,38.0,7.0,10.0,6,6,5,6,0.75,2.5,0.0
810,18-24,Male,University degree,40.0,26.0,39.0,48.0,30.0,2.0,4.0,3,6,6,6,1.5,1.5,0.0
811,18-24,Male,Professional certificate/diploma,21.0,34.0,37.0,54.0,41.0,4.0,4.0,5,4,4,6,1.5,0.0,1.0
812,18-24,Male,Left school at 18 years ,21.0,45.0,53.0,37.0,39.0,3.0,7.0,3,3,4,0,0.75,0.0,4.0
813,45-54,Female,University degree,48.0,51.0,52.0,30.0,29.0,7.0,10.0,6,6,6,4,2.25,1.5,1.6666666666666667
814,18-24,Male,"Some college or university, no certificate or degree",47.0,35.0,46.0,34.0,35.0,8.0,10.0,4,6,4,6,2.0,2.0,1.0
815,25-34,Male,University degree,41.0,36.0,51.0,32.0,45.0,4.0,8.0,3,6,5,6,1.5,1.0,1.3333333333333333
816,18-24,Male,"Some college or university, no certificate or degree",29.0,40.0,43.0,37.0,44.0,6.0,11.0,5,6,6,6,1.5,2.0,3.0
817,18-24,Male,"Some college or university, no certificate or degree",57.0,42.0,48.0,37.0,34.0,9.0,10.0,5,5,4,6,3.25,3.0,2.3333333333333335
818,18-24,Female,"Some college or university, no certificate or degree",37.0,33.0,46.0,46.0,47.0,4.0,5.0,3,1,5,0,0.75,0.0,3.3333333333333335
819,45-54,Male,Doctorate degree,42.0,41.0,52.0,57.0,44.0,3.0,8.0,4,4,4,3,1.75,3.0,2.0
820,25-34,Female,Masters degree,51.0,34.0,46.0,41.0,33.0,5.0,8.0,5,6,5,5,2.0,4.0,2.0
821,18-24,Male,"Some college or university, no certificate or degree",29.0,51.0,51.0,44.0,45.0,7.0,11.0,3,6,5,4,0.0,0.0,4.333333333333333
822,18-24,Female,University degree,32.0,42.0,45.0,42.0,43.0,7.0,10.0,5,6,4,3,2.75,0.0,3.0
823,18-24,Male,"Some college or university, no certificate or degree",35.0,47.0,51.0,40.0,45.0,4.0,10.0,6,5,6,0,0.0,0.0,0.0
824,18-24,Male,"Some college or university, no certificate or degree",35.0,41.0,51.0,45.0,39.0,7.0,10.0,4,6,4,6,0.0,0.0,4.0
825,18-24,Male,"Some college or university, no certificate or degree",36.0,38.0,45.0,29.0,26.0,8.0,10.0,5,6,6,6,0.0,0.0,3.0
826,18-24,Male,University degree,42.0,24.0,26.0,49.0,31.0,3.0,3.0,5,6,6,6,1.5,2.5,0.6666666666666666
827,18-24,Male,University degree,41.0,44.0,47.0,36.0,50.0,4.0,8.0,6,6,6,2,3.25,2.0,4.0
828,18-24,Male,"Some college or university, no certificate or degree",37.0,49.0,54.0,35.0,36.0,6.0,9.0,3,6,5,0,4.0,2.0,4.666666666666667
829,18-24,Male,University degree,27.0,43.0,46.0,38.0,39.0,5.0,8.0,6,6,4,4,0.5,2.0,0.0
830,25-34,Female,Doctorate degree,52.0,43.0,53.0,47.0,43.0,2.0,9.0,5,3,6,0,0.75,0.0,3.0
831,18-24,Male,"Some college or university, no certificate or degree",37.0,44.0,57.0,51.0,40.0,2.0,8.0,4,6,6,4,0.75,0.0,2.6666666666666665
832,18-24,Male,Professional certificate/diploma,39.0,37.0,41.0,49.0,41.0,5.0,6.0,6,6,5,5,2.25,1.0,1.0
833,18-24,Male,"Some college or university, no certificate or degree",45.0,34.0,47.0,47.0,41.0,4.0,9.0,4,6,6,5,0.0,0.0,0.0
834,25-34,Female,Masters degree,37.0,33.0,55.0,44.0,46.0,6.0,11.0,6,6,5,3,1.25,3.0,4.333333333333333
835,45-54,Female,Doctorate degree,36.0,41.0,46.0,38.0,36.0,7.0,9.0,6,4,4,1,1.75,2.5,0.6666666666666666
836,25-34,Female,Masters degree,44.0,35.0,46.0,41.0,46.0,4.0,4.0,5,6,6,3,0.0,0.0,0.0
837,18-24,Male,University degree,41.0,33.0,43.0,42.0,41.0,4.0,7.0,6,6,6,6,2.25,1.0,3.3333333333333335
838,18-24,Male,University degree,21.0,41.0,46.0,41.0,30.0,5.0,7.0,4,6,4,0,0.0,2.0,4.0
839,45-54,Male,Masters degree,32.0,42.0,47.0,35.0,44.0,5.0,8.0,3,6,4,5,2.5,2.5,0.6666666666666666
840,18-24,Male,"Some college or university, no certificate or degree",21.0,51.0,50.0,46.0,48.0,8.0,7.0,4,4,3,0,0.0,0.0,3.3333333333333335
841,18-24,Male,Left school at 18 years ,43.0,40.0,58.0,44.0,30.0,8.0,9.0,6,6,6,6,1.0,0.0,3.3333333333333335
842,25-34,Male,University degree,38.0,30.0,50.0,24.0,42.0,7.0,10.0,5,6,5,6,3.25,3.5,3.0
843,18-24,Male,"Some college or university, no certificate or degree",30.0,39.0,52.0,40.0,32.0,9.0,9.0,4,6,5,4,1.0,0.0,0.0
844,18-24,Male,"Some college or university, no certificate or degree",29.0,40.0,48.0,54.0,50.0,4.0,5.0,3,5,4,0,1.0,1.5,3.3333333333333335
845,25-34,Female,"Some college or university, no certificate or degree",41.0,37.0,47.0,36.0,40.0,2.0,7.0,6,6,4,1,0.75,2.0,0.3333333333333333
846,18-24,Female,"Some college or university, no certificate or degree",39.0,45.0,53.0,50.0,38.0,5.0,8.0,5,4,6,4,0.0,1.0,2.0
847,35-44,Male,"Some college or university, no certificate or degree",45.0,28.0,36.0,42.0,44.0,2.0,2.0,6,6,6,0,0.0,2.5,0.0
848,18-24,Female,Professional certificate/diploma,41.0,37.0,35.0,50.0,37.0,5.0,5.0,2,5,6,6,2.0,0.0,1.6666666666666667
849,25-34,Male,University degree,42.0,37.0,48.0,30.0,35.0,6.0,9.0,3,6,4,6,4.0,4.0,3.6666666666666665
850,18-24,Male,Left school at 18 years ,41.0,44.0,53.0,36.0,39.0,8.0,10.0,6,6,6,3,3.0,3.0,3.3333333333333335
851,55-64,Male,Masters degree,21.0,40.0,54.0,51.0,45.0,5.0,7.0,4,6,6,0,0.25,0.0,1.3333333333333333
852,18-24,Male,Masters degree,40.0,33.0,49.0,41.0,45.0,5.0,8.0,5,6,5,6,0.0,1.0,1.3333333333333333
853,18-24,Male,"Some college or university, no certificate or degree",28.0,49.0,55.0,49.0,43.0,6.0,7.0,0,6,6,0,0.5,0.0,3.3333333333333335
854,25-34,Male,University degree,43.0,41.0,36.0,35.0,32.0,5.0,10.0,2,6,6,3,2.0,1.0,2.0
855,18-24,Male,"Some college or university, no certificate or degree",36.0,40.0,55.0,44.0,40.0,5.0,7.0,5,6,5,3,2.25,3.0,2.0
856,18-24,Female,"Some college or university, no certificate or degree",32.0,41.0,46.0,42.0,34.0,8.0,9.0,5,6,6,4,0.0,0.0,3.0
857,18-24,Male,Left school at 16 years,41.0,45.0,50.0,36.0,33.0,6.0,10.0,5,5,5,6,3.75,2.5,2.3333333333333335
858,25-34,Male,"Some college or university, no certificate or degree",26.0,43.0,57.0,53.0,45.0,4.0,7.0,2,2,2,6,2.0,1.0,3.0
859,18-24,Male,Professional certificate/diploma,41.0,48.0,45.0,47.0,54.0,7.0,10.0,5,4,6,6,3.25,1.5,2.6666666666666665
860,25-34,Male,Left school at 17 years,49.0,34.0,43.0,30.0,29.0,5.0,5.0,4,6,6,6,5.0,4.5,3.0
861,18-24,Male,"Some college or university, no certificate or degree",26.0,54.0,53.0,42.0,48.0,7.0,9.0,5,6,4,4,2.0,2.0,2.6666666666666665
862,18-24,Female,"Some college or university, no certificate or degree",46.0,31.0,53.0,36.0,32.0,10.0,8.0,3,4,5,6,2.5,3.0,1.3333333333333333
863,25-34,Male,"Some college or university, no certificate or degree",42.0,45.0,53.0,40.0,28.0,8.0,9.0,6,6,6,6,0.5,0.0,2.3333333333333335
864,18-24,Male,University degree,36.0,39.0,45.0,39.0,39.0,9.0,10.0,6,3,4,4,2.5,2.0,2.6666666666666665
865,18-24,Male,"Some college or university, no certificate or degree",20.0,48.0,58.0,48.0,48.0,3.0,7.0,0,5,5,5,0.0,0.0,2.6666666666666665
866,18-24,Male,"Some college or university, no certificate or degree",51.0,36.0,45.0,32.0,37.0,3.0,9.0,6,6,5,6,1.25,4.0,2.0
867,18-24,Female,"Some college or university, no certificate or degree",34.0,47.0,42.0,39.0,36.0,7.0,7.0,5,6,5,0,0.0,0.0,1.6666666666666667
868,18-24,Male,"Some college or university, no certificate or degree",40.0,32.0,50.0,47.0,36.0,5.0,6.0,5,2,4,5,3.0,2.5,2.6666666666666665
869,18-24,Female,"Some college or university, no certificate or degree",35.0,48.0,55.0,48.0,54.0,6.0,10.0,6,6,4,6,0.75,0.0,2.0
870,18-24,Female,"Some college or university, no certificate or degree",24.0,42.0,51.0,49.0,52.0,3.0,8.0,5,5,4,4,0.75,0.0,3.0
871,45-54,Male,Professional certificate/diploma,51.0,35.0,52.0,41.0,28.0,8.0,11.0,3,6,6,6,1.25,2.0,1.3333333333333333
872,25-34,Male,University degree,45.0,34.0,53.0,40.0,49.0,7.0,11.0,6,6,6,3,1.75,2.0,3.3333333333333335
873,18-24,Male,Masters degree,38.0,50.0,47.0,32.0,34.0,6.0,8.0,5,6,6,6,2.0,2.5,1.3333333333333333
874,25-34,Female,Masters degree,29.0,37.0,46.0,47.0,40.0,3.0,4.0,5,6,5,2,0.5,1.0,1.0
875,18-24,Female,"Some college or university, no certificate or degree",50.0,27.0,47.0,38.0,23.0,3.0,1.0,4,6,6,6,0.0,1.0,0.0
876,25-34,Female,Masters degree,38.0,32.0,42.0,45.0,34.0,6.0,6.0,5,6,4,6,2.5,3.5,1.0
877,18-24,Female,"Some college or university, no certificate or degree",43.0,42.0,55.0,43.0,36.0,9.0,11.0,5,6,6,6,2.25,2.0,4.666666666666667
878,35-44,Male,Professional certificate/diploma,48.0,24.0,51.0,30.0,39.0,10.0,9.0,3,5,5,1,2.25,1.5,0.6666666666666666
879,25-34,Male,"Some college or university, no certificate or degree",27.0,43.0,51.0,46.0,25.0,9.0,11.0,5,5,6,2,1.25,0.0,1.3333333333333333
880,18-24,Female,University degree,30.0,49.0,52.0,43.0,43.0,7.0,8.0,5,6,5,5,1.5,0.0,4.0
881,25-34,Male,Masters degree,48.0,40.0,44.0,42.0,41.0,8.0,9.0,6,6,3,3,2.0,4.0,1.6666666666666667
882,18-24,Female,Left school before 16 years,42.0,39.0,52.0,40.0,31.0,5.0,11.0,5,5,5,5,3.25,2.0,4.333333333333333
883,35-44,Male,"Some college or university, no certificate or degree",51.0,32.0,48.0,39.0,36.0,9.0,8.0,4,6,6,1,3.0,1.5,1.0
884,25-34,Female,"Some college or university, no certificate or degree",25.0,49.0,54.0,37.0,41.0,6.0,10.0,2,6,5,2,2.0,1.0,1.3333333333333333
885,18-24,Male,"Some college or university, no certificate or degree",36.0,48.0,51.0,45.0,37.0,5.0,9.0,6,6,4,6,1.5,2.0,2.6666666666666665
886,18-24,Male,"Some college or university, no certificate or degree",50.0,40.0,48.0,48.0,41.0,4.0,9.0,5,6,4,5,1.5,5.0,1.0
887,25-34,Male,"Some college or university, no certificate or degree",46.0,19.0,47.0,43.0,41.0,5.0,7.0,4,6,5,6,0.5,2.5,2.6666666666666665
888,18-24,Male,University degree,40.0,37.0,47.0,41.0,42.0,7.0,8.0,4,6,5,4,0.0,1.5,2.6666666666666665
889,18-24,Male,University degree,31.0,55.0,51.0,52.0,43.0,5.0,10.0,6,6,5,0,3.0,3.0,4.0
890,18-24,Female,"Some college or university, no certificate or degree",26.0,49.0,56.0,54.0,36.0,5.0,5.0,5,5,4,2,0.5,0.0,3.3333333333333335
891,18-24,Female,"Some college or university, no certificate or degree",40.0,45.0,54.0,50.0,46.0,3.0,7.0,5,4,5,0,0.0,0.0,2.6666666666666665
892,18-24,Male,"Some college or university, no certificate or degree",37.0,46.0,53.0,47.0,46.0,3.0,9.0,4,6,5,4,1.75,3.0,3.6666666666666665
893,25-34,Male,"Some college or university, no certificate or degree",22.0,53.0,52.0,43.0,48.0,4.0,8.0,5,6,5,6,4.25,4.0,3.6666666666666665
894,25-34,Male,"Some college or university, no certificate or degree",37.0,37.0,33.0,27.0,41.0,6.0,9.0,3,4,5,3,1.5,0.0,2.0
895,25-34,Male,"Some college or university, no certificate or degree",46.0,29.0,48.0,18.0,30.0,8.0,11.0,4,6,4,2,2.5,3.0,3.3333333333333335
896,25-34,Female,Left school at 17 years,60.0,24.0,40.0,36.0,24.0,6.0,3.0,6,6,4,2,1.25,2.0,1.3333333333333333
897,18-24,Male,"Some college or university, no certificate or degree",23.0,27.0,46.0,27.0,40.0,6.0,9.0,5,3,4,5,0.75,1.5,2.0
898,18-24,Female,Professional certificate/diploma,20.0,38.0,47.0,44.0,37.0,3.0,7.0,4,6,6,6,1.75,1.5,1.0
899,25-34,Male,Masters degree,28.0,47.0,45.0,44.0,45.0,4.0,7.0,5,6,6,6,3.0,4.5,4.0
900,25-34,Male,University degree,53.0,38.0,43.0,40.0,34.0,9.0,11.0,6,6,6,6,0.0,0.0,0.0
901,18-24,Female,"Some college or university, no certificate or degree",53.0,33.0,39.0,37.0,34.0,10.0,11.0,6,6,4,4,0.0,0.0,0.0
902,18-24,Male,University degree,15.0,51.0,35.0,12.0,41.0,6.0,10.0,5,6,5,6,5.25,5.0,3.0
903,18-24,Male,"Some college or university, no certificate or degree",36.0,33.0,49.0,39.0,35.0,6.0,10.0,5,6,6,6,0.0,1.0,1.3333333333333333
904,25-34,Female,Masters degree,38.0,35.0,48.0,39.0,33.0,6.0,8.0,6,5,5,6,2.0,1.0,2.0
905,18-24,Male,Left school at 18 years ,35.0,46.0,46.0,46.0,37.0,7.0,10.0,4,6,5,6,2.25,4.0,3.3333333333333335
906,35-44,Female,University degree,46.0,38.0,53.0,36.0,45.0,2.0,4.0,6,6,6,1,0.0,0.0,0.0
907,18-24,Male,"Some college or university, no certificate or degree",49.0,39.0,45.0,27.0,33.0,7.0,8.0,2,6,6,2,2.0,3.0,3.6666666666666665
908,25-34,Male,Professional certificate/diploma,40.0,42.0,47.0,43.0,54.0,3.0,5.0,5,6,6,3,1.0,1.0,2.6666666666666665
909,35-44,Male,University degree,24.0,42.0,41.0,34.0,45.0,6.0,10.0,4,6,5,0,2.0,1.0,1.0
910,18-24,Male,"Some college or university, no certificate or degree",33.0,40.0,44.0,48.0,36.0,2.0,11.0,5,6,4,6,1.75,2.0,3.3333333333333335
911,18-24,Male,University degree,37.0,44.0,46.0,34.0,42.0,7.0,9.0,5,4,5,0,2.0,4.5,1.6666666666666667
912,25-34,Female,"Some college or university, no certificate or degree",49.0,43.0,53.0,37.0,28.0,9.0,10.0,6,3,5,3,0.75,3.0,3.3333333333333335
913,18-24,Female,"Some college or university, no certificate or degree",55.0,19.0,32.0,43.0,31.0,6.0,4.0,4,5,5,6,2.0,2.0,1.6666666666666667
